S.No,Start,Distance,Race Name,Rank 1 Number,Rank 1 Name,Rank 1 Rider,Rank 1 W,Rank 1 P,Rank 2 Number,Rank 2 Name,Rank 2 Rider,Rank 2 W,Rank 2 P,Rank 3 Number,Rank 3 Name,Rank 3 Rider,Rank 3 P,Rank 3 W,Rank 4 Number,Rank 4 Name,Rank 4 Rider,Rank 4 W,Rank 4 P,Win,Place,Qulnella,Exacta,Trifecta,First4,Double,Quaddle,Qulnella Results,Qulnella Dividends,Exacta Results,Exacta Dividends,Trifecta Results,Trifecta Dividends,First4 Results,First4 Dividends
5,09:20,320,REMINGTON PARK - DIRT CLAIMING,3,CHARM THE CHIEF (USA),RAUL VALENZUELA,10.2,2.1,8,MIGHTY BOAZ (USA),BENITO BACA,-,2.7,5,FOCUS ON ME 123 (USA),RICKY RAMIREZ,-,1.6,"2,782","1,045",581,501,"3,333",-,-,-,03-Aug,28.5,03-Aug,55.9,03-08-2005,175.2,08-Mar,56.7,,,,,
0,09:48,1000,XXXX DRY MAIDEN PLATE 2UP MDN-SW,10,BETTER BE GREAT,SHANE MCGOVERN,5.8,2.1,14,WHISKEY APPLE (EM2),GEMMA STEELE,-,3.3,3,CALCULATED RISK,CHRIS BRYEN,-,1.7,11,SIRATRO,HANNAH PHILLIPS,-,-,12.5K,"5,393","3,947","1,269","9,212","4,755",290,919,Oct-14,48.1,Oct-14,84.5,10-14-3,295.6,10-14-3-11,1755.3
1,10:23,1640,IRON JACK BENCHMARK 55 HANDICAP BM55 HCP,5,TAKE A SHINE,JASON MISSEN,7.1,3.1,6,ACHILLES PRIDE,SHANE MCGOVERN,-,3.5,3,VISERION,TESSA TOWNSEND (A2.0),-,-,4,HEEBEE RIGHT MATE,LEEANNE MCCOY,-,-,10.5K,"3,622","1,881",898,"3,035","2,522",823,-,05-Jun,12.1,05-Jun,52.7,05-06-2003,105.7,5-6-3-4,375
2,10:58,900,EXPLORERS INN QTIS BENCHMARK 55 HANDICAP BM55 HCP,5,BOOM OR BUST,SHANE MCGOVERN,3.3,1.9,2,FOXY BELLA,ROBERT FAEHR,-,2.6,7,MR NODDY,HANNAH RICHARDSON,-,-,4,BETTY IS READY,SHANNYN STEPHAN (A3.0),-,-,12K,"3,122","2,891","1,339","5,246","4,168",80,723,02-May,13.4,05-Feb,17.7,05-02-2007,182.1,5-2-7-4,664.6
3,11:33,1000,ROYAL ON 99 OPEN HANDICAP OPEN HCP,2,SPLITZ,HANNAH PHILLIPS,2.1,1.5,5,GENDEBIEN,ROBERT FAEHR,-,1.6,6,RED DEVIL,LEEANNE MCCOY,-,2.5,7,SMOOTH HUSTLER,JASON MISSEN,-,-,15.3K,"6,456","4,044","1,594","9,530","6,325",719,-,02-May,10,02-May,11.9,02-05-2006,44.2,2-5-6-7,228.5
4,12:08,1200,XXXX GOLD BENCHMARK 50 HANDICAP BM50 HCP,4,AUTHADANE,ROBERT FAEHR,9.3,2.8,2,BOLD ADMIRAL,TESSA TOWNSEND (A2.0),-,2.2,9,SONA DANCER,GEMMA STEELE,-,1.6,5,BELLA'S BROTHER,JASON MISSEN,-,-,18.1K,"5,307","3,995","1,361","8,003","5,553",867,-,02-Apr,19.9,04-Feb,53,04-02-2009,212.7,4-2-9-5,1219.7
5,12:48,1200,SNAP FITNESS ROMA CLASS 4 PLATE CL4-SW,6,BRIDYN MAY,ROBERT FAEHR,3,1.2,4,BESTERS,CHRIS BRYEN,-,1.3,3,ENTERPRISE GRAND,HANNAH PHILLIPS,-,2.8,9,PIRELLI,JASON MISSEN,-,-,16.1K,"5,245","4,785","1,653","9,539","6,637",-,-,04-Jun,14.8,06-Apr,23.2,06-04-2003,99.1,6-4-3-9,1034.6
0,15:19,450,FINER FRUITS (200+RANK) MDN,8,HARLEQUIN ROSE,G. SELKRIG,1.4,1.04,6,SPUN OUT,B. MAGRI,-,8.6,4,TARRA ROCKET,A. CRAVEN,-,-,7,MAD GOOSEY,P. FROST,-,-,10.9K,"2,506","1,807","1,032","5,219","4,956",136,760,06-Aug,16.1,08-Jun,22.1,08-06-2004,39.1,8-6-4-7,104.8
1,15:38,385,ELITE COLLARS & LEADS (200+RANK) MDN,5,BUSHMAN'S BUDDY,D. PELL,4.5,2.6,2,TYLDEN,S. STEFANOS,-,1.8,4,ARMANI ARBY,S. DALTON,-,2.6,3,KING OF DADS,N. LAVELLE,-,-,"7,516","2,717","1,886",927,"4,285","3,755",210,-,02-May,19.2,05-Feb,27.1,05-02-2004,178,5-2-4-3,969.9
2,16:00,385,TAB.COM.AU (200+RANK) GR7,3,FOREMAN,D. FISHER,8.3,3,5,ASTON GENESIS,M. MALLIA,-,1.1,10,CATCH KATE (1),D. KNIGHT,-,2.3,8,SLINGSHOT ANGEL,R. CAMILLERI,-,-,"3,834","1,992",988,449,"2,824","1,579",153,-,03-May,15.6,03-May,28.5,03-05-2010,188.4,3-5-10-8,431.6
3,16:18,385,WWW.VICTOOLSHOP.COM (200+RANK) GR6,3,MR. BOB,L. MORSHEAD,4.2,1.6,6,CHOIR MAGIC,G. GLASS,-,2,5,CHARLIE CHECKER,R. HENNESS,-,2.1,7,STARCHIE,B. MERTON,-,-,"3,971","1,909","1,757",545,"3,602","2,290",168,-,03-Jun,12.1,03-Jun,21,03-06-2005,84.4,3-6-5-7,531.9
4,16:47,450,NETFIND PTY LTD (200+RANK) MX 6/7,7,POTENT,G. SELKRIG,2.2,1.6,5,TIGERFISH FOZZ,B. FOTHERGILL,-,8.9,1,SUPERSTITIOUS,M. MALLIA,-,1.6,3,MAXIMUM REFUSAL,R. CAMILLERI,-,-,"4,388","1,609",699,282,"2,092","1,092",87,"3,500",05-Jul,101.5,07-May,67.5,07-05-2001,464.6,"7-5-1-3
                                            Partial C/O","1692.70
                                            (691.23)"
5,17:09,450,TAB MULTIPLIER (200+RANK) GR5,5,WITH CONFIDENCE,R. CAMILLERI,1.9,1.3,2,GAMBOA,J. EGAN,-,1.1,7,BRING THE SPRING,J. HETHERTON,-,-,8,KRAKEN BO,B. HALL,-,-,"5,159","2,201","1,011",661,"3,152","7,451",140,-,02-May,2.9,05-Feb,5.6,05-02-2007,24.5,5-2-7-8,68.2
6,17:32,450,CKH PAINTING (200+RANK) GR5,3,SCRAPING PAINT,G. SELKRIG,1.8,1.4,5,ROTARUA,M. KUSZNIR,-,4.2,2,PRINCE MARK,G. GLEDHILL,-,3,7,GIGI'S FIRE,J. WORSFOLD,-,-,"6,619","3,363","1,506",839,"4,888","3,255",121,-,03-May,16,03-May,13.2,03-05-2002,131,3-5-2-7,357.1
7,17:56,450,SHEPPARTON NEWS (200+RANK) MX 4/5,3,ASTON AJAX,P. ABELA,16.8,5,7,IMMINENT,C. JAMES,-,1.04,6,CORNHILL TIGER,S. GIBSON,-,-,8,SO SAY,G. GLASS,-,-,"3,149","1,533",768,522,"2,012","1,778",77,-,03-Jul,11.2,03-Jul,68.2,03-07-2006,212.2,3-7-6-8,1194.5
8,18:17,385,GV'S HIT 96.9 (200+RANK) MX 4/5,4,WRANGLE,L. MOORE,6.5,3,3,INTER MIMI,J. FORMOSA,-,3.2,2,MAJOR WINSTON,D. JENSEN,-,-,7,WALK ON BYE,J. EGAN,-,-,"3,487",918,993,341,"1,955","1,153",210,-,03-Apr,20.5,04-Mar,56.2,04-03-2002,320.4,"4-3-2-7
                                            Partial C/O","1788.50
                                            (144.09)"
9,18:38,385,BYERS ELECTRICAL (200+RANK) GR5,8,MADAME POOKIE,C. WEBB,1.7,1.8,2,LEKTRA SWING,B. KINDER,-,2.6,6,ZERO TO HERO,J. TORR,-,-,1,QUE UP,A. POWELL,-,-,"3,679","1,625","1,019",413,"1,963","2,143",95,-,02-Aug,11.7,08-Feb,22.5,08-02-2006,104.6,8-2-6-1,319.7
10,18:56,385,BRIAN BEARD PLUMBING (200+RANK) GR5,7,RIGHT ABOVE IT,K. BURGER-TRUDGETT,4.8,2.5,6,WHAT'S HIS CAPER,J. STEMMER,-,1.3,1,NIMBLE NALA,J. WARD,-,-,4,LEKTRA BEAR,B. KINDER,-,-,"2,801","1,534",844,337,"2,001",992,153,-,06-Jul,7.6,07-Jun,15.5,07-06-2001,74.3,7-6-1-4,258.5
11,19:19,385,TOP CAT VIDEO (200+RANK) GR5,8,HOT CRUISER,N. LAVELLE,5.4,2.2,7,KEHESTTO,G. GLEDHILL,-,4.7,6,BROLGA LASS,R. LYONS,-,-,2,MADAME DUGGIE,B. MERTON,-,-,"3,876","1,301",938,569,"2,316","1,966",-,-,07-Aug,14.2,08-Jul,26.9,08-07-2006,92.5,8-7-6-2,745.2
0,15:12,515,WELCOME TO NEWCASTLE GREYS STKS GR5,3,BARBARESCO,D. THOMAS,1.6,1.04,1,FLYING ASPARAGUS,R. WRIGHT,-,2.4,8,CHICKIANO,B. SMOOTHY,-,2.2,7,PRECOAT,A. IVERS,-,-,"6,299","2,151","1,399",917,"5,302","4,632",37,507,01-Mar,9.9,03-Jan,9.2,03-01-2008,48.7,3-1-8-7,191.1
1,15:27,515,FROM THE TRACK STAKES GR5,8,MANTON BLAZE,D. SANDERSON,28.7,5.2,6,THAT'S LIL COCO,T. BUTLER,-,6.8,3,IBROX CALYPSO,W. DANCE,-,3,4,POPS AND BUBBLES,S. HILL,-,-,"5,288","2,856","1,326","1,277","6,711","5,392",64,-,06-Aug,358.7,08-Jun,340.6,08-06-2003,1722.2,"8-6-3-4
                                            Partial C/O","8358.60
                                            (3145.46)"
2,15:49,515,BISHOP COLLINS MAIDEN MDN,1,HELLO FERNANDO,L. ATCHISON,4.7,1.9,2,SPEED MACHINE,B. MAY,-,2,4,SAKEYNA,A. FOLEY,-,1.5,7,FLAK,T. HALLEY,-,-,"9,154","3,868","1,787",763,"6,463",24.9K,147,-,01-Feb,4.7,01-Feb,21.4,01-02-2004,58.9,1-2-4-7,366.9
3,16:08,272,NEWCASTLE COMM. REFRIGERATION MDN MDN,5,JOHANSSON,P. AKERS,11.1,4.4,6,LUKE'S LAD,G. SATTLER,-,2.3,10,ARQUETTE (8),P. AKERS,-,3,1,PIPER ARCHER,P. AKERS,-,-,"3,859","1,230",752,415,"2,443","1,746",36,-,05-Jun,45,05-Jun,93.5,05-06-2010,365.7,5-6-10-1,1713
4,16:28,400,AWESOME PROJECT MAIDEN MDN,4,KEG,J. PORTER,5.7,2.4,1,MISS GABRIELLE,L. ATCHISON,-,1.9,6,ANOTHER VUITTON,P. RODERICK,-,1.5,8,STELLAR STONE,P. MATTRESS,-,-,"2,329",964,521,196,"1,336",670,89,520,01-Apr,13.3,04-Jan,16.3,04-01-2006,149.7,"4-1-6-8
                                            Partial C/O","1038.60
                                            (151.05)"
5,16:54,515,NO DONUTS MASTERS M2/M3,2,SEB ZARR MOONIE,W. DANCE,4.6,1.04,7,SKETCHY HALO,A. IVERS,-,3.2,8,RILEY TOKAAM,P. JOHNSTON,-,1.2,1,RACHEL'S DREAM,N. HOLLOWAY,-,-,"3,548","1,228","1,054",383,"2,210","3,023",22,-,02-Jul,20.3,02-Jul,54.8,02-07-2008,150.2,2-7-8-1,440.3
6,17:15,400,WWW.DA-ICE.COM.AU STAKES GR5,3,ZIPPING PEPPER,J. MACKAY,3.7,1.04,7,ZIPPING LIZ,J. MACKAY,-,1.5,4,HALCYON PRINCESS,R. PATTERSON,-,3.4,10,ABBONDANZA DIXIE (6),R. NEVILLE,-,-,"1,647","1,056",619,210,"1,880","1,263",10,-,03-Jul,3.3,03-Jul,7.1,03-07-2004,25.3,3-7-4-10,244.3
7,17:38,400,LADBROKES STAKES GR5,2,DAPHNE DIXIE,R. NEVILLE,3,1.1,3,ONE STRANGE DUDE,D. THOMAS,1,1.6,1,TIME VIOLATION,J. EDWARDS,-,1.7,6,HARP ON,C. WINDLE,-,-,"3,749","1,299","1,001",195,"2,440","1,786",20,-,02-Mar,7,"2-3
                                            3-2","9.60
                                            4.60","2-3-1
                                            3-2-1","45.70
                                            24.40","2-3-1-6
                                            3-2-1-6","332.90
                                            229.60"
8,18:03,272,KEYBOW @ STUD STAKES GR5,3,RUTHLESS ROBYN,G. KEDWELL,9.1,1.5,5,LIL BIT LOOPY,J. PORTER,-,2.1,8,AGNETHA,T. DONALDSON,-,1.04,4,STEVE SWORDFISH,A. IVERS,-,-,"2,079",909,323,199,922,536,32,-,"3-5
                                            3-8","11.00
                                            5.80","3-5
                                            3-8","20.50
                                            18.20","3-5-8
                                            3-8-5","45.50
                                            44.80","3-5-8-4
                                            3-8-5-4
                                            Partial C/O","416.10
                                            340.20
                                            (64.73)"
9,18:26,400,GRNSW PATHWAYS STAKES GR5,6,FOXY ALL OVER,G. DUNPHY,3.2,1.1,1,FELICIA BALE,L. HUTTON,-,3.6,5,LATENT ENERGY,G. DUNPHY,-,7.6,4,SAINT STORM,V. CASSAR,-,-,"2,854","1,185",526,190,"1,585","1,588",-,-,01-Jun,10.8,06-Jan,42,06-01-2005,770.4,"6-1-5-4
                                            Partial C/O","2462.70
                                            (908.89)"
0,13:28,1050,HAPPY 21ST ASHTYN REEDY BENCHMARK 55 HANDICAP BM55 HCP,7,SWAN ISLAND,NICK KEAL (A),8.7,2.7,3,SPINNING SPIRIT,ALEX PATIS (A2.0),-,2.2,9,HIDDEN ACTION,JOSH OLIVER,-,6.5,2,MISS AMANDA,MINEHIKO SHIMODAIRA (A2.0),-,-,22.9K,"9,622","5,626","1,937",11.3K,"4,362",330,-,03-Jul,17.2,07-Mar,48.7,07-03-2009,815.4,7-3-9-2,2343
1,14:08,1050,AUDI CENTRE TOOWOOMBA BENCHMARK 55 HANDICAP BM55 HCP,3,MOTOMISS,ANDREW MALLYON,1.6,1.3,10,BEACH CLUB,JASON TAYLOR,-,3.5,8,ZANAZOU,MATTHEW PALMER,-,5.9,9,GLENBAWNS DUTCHESS,MINEHIKO SHIMODAIRA (A2.0),-,-,"9,811","4,312","3,672","1,541","8,178","4,586",310,-,03-Oct,6.3,03-Oct,10.3,03-10-2008,211,3-10-8-9,972.6
2,14:46,1210,SHANNON SIGN COMPANY BENCHMARK 60 HANDICAP BM60 HCP,6,OKANAGAN MISS,ALEX PATIS (A2.0),5.6,1.7,4,ZOU DER ZEE,MICHAEL CAHILL,-,3.4,3,COSSIE,CHRIS TAYLOR,-,1.5,2,LINE UP,NICK KEAL (A),-,-,25.9K,11.8K,"6,767","1,986",12.8K,"6,240",383,"4,189",04-Jun,67.1,06-Apr,92.1,06-04-2003,668.3,6-4-3-2,2164.3
3,15:23,1210,MOCO BENCHMARK 60 HANDICAP BM60 HCP,2,BAREFOOT TYCOON,MICHAEL CAHILL,4.9,1.5,8,ABB ROY,MINEHIKO SHIMODAIRA (A2.0),-,2.2,5,IAMPAIDFOR,JARROD WOODHOUSE,-,3.7,7,WRITE THE RULES,EMMA LJUNG,-,-,20.8K,"7,074","5,830","2,891",15.3K,11.1K,629,-,02-Aug,16.1,02-Aug,27.7,02-08-2005,444.4,2-8-5-7,1162.2
4,16:00,1870,VALE DAN O'NEILL BENCHMARK 55 HANDICAP BM55 HCP,2,BATTLE PLANE,ALEX PATIS (A2.0),5.9,2,6,CLEAR SAILING,EMMA LJUNG,-,2.7,4,DANNIWILLBREEZONBY,MATTHEW MCGILLIVRAY,-,1.04,8,STRONG DESIRE,KENJI YOSHIDA,-,-,22.2K,"9,583","4,896","1,853",11.6K,"7,197","1,181",-,02-Jun,13.4,02-Jun,22.5,02-06-2004,64.6,2-6-4-8,511.1
5,16:40,1870,NEIL MANSELL CONCRETE BENCHMARK 55 HANDICAP BM55 HCP,9,TAKEITTOTHELIMIT,ANDREW MALLYON,1.8,1.04,6,BRUMBY JACK,MINEHIKO SHIMODAIRA (A2.0),-,3.7,8,MADAM MAHAL,NOZI TOMIZAWA,-,-,1,ALADINA (NZ),NATHAN FAZACKERLEY (A2.0),-,-,21.4K,"8,260","4,583","2,561",12.5K,10.6K,"1,058",-,06-Sep,7.2,09-Jun,9.4,09-06-2008,74.8,9-6-8-1,221.9
6,17:15,870,FOCUS HR BENCHMARK 52 HANDICAP BM52 HCP,3,RUN THE CUTTER,SKYE BOGENHUBER,11.4,2.5,2,I AM COURAGE,JOSHUA MORROW (A3.0),-,2.4,1,BEWARE,ALEX PATIS (A2.0),-,2,6,GENG,MATTHEW MCGILLIVRAY,-,-,19.2K,"7,697","5,014","2,107",11.2K,"6,937",800,40.9K,02-Mar,25.7,03-Feb,47.8,03-02-2001,151,3-2-1-6,449.9
7,17:45,870,TAB QTIS TWO-YEARS-OLD HANDICAP 2Y HCP,1,DAD'S LAD,MATTHEW MCGILLIVRAY,7.5,1.9,3,BLOODBLISTER,EMMA LJUNG,-,1.04,7,ELKA ELEVEN,ANDREW MALLYON,-,1.2,2,ALL GOOD MILLO,MATTHEW PALMER,-,-,20.1K,"6,358","7,214","2,706",17.4K,13.5K,"1,433",-,01-Mar,5.2,01-Mar,14.5,01-03-2007,28.6,1-3-7-2,70.3
8,18:15,1210,CALTEX TOOWOOMBA MAIDEN PLATE MDN-SW,10,BLACKJACK ROSE,MICHAEL CAHILL,2.4,1.3,13,MYKISS FROMA ROSE (EM1),MONTANNA SAVVA (A3.0),-,5.1,3,TIGERPOWER (NZ),NICK KEAL (A),-,2.1,12,UNUSUAL AUNT,EMMA LJUNG,-,-,21K,"8,215","5,159","3,053",17.2K,"9,469","2,318",-,Oct-13,22.8,Oct-13,42.9,10-13-3,155.6,10-13-3-12,449.3
9,18:45,1210,CHARLTON TYRE SERVICE MAIDEN PLATE MDN-SW,4,CHARMACYS,ANDREW MALLYON,3.2,1.4,7,TO LOVE SOMEBODY,JOSH OLIVER,-,1.04,2,HARRYUP,BROOKE AINSWORTH,-,1.4,14,JUXTAPOSED (EM2),SKYE BOGENHUBER,-,-,17.8K,"6,962","4,367","2,502",14.8K,"9,135",-,-,04-Jul,4.3,04-Jul,9.5,04-07-2002,20.7,4-7-2-14,81.7
0,20:45,2140,MONTELOPP 4UP RIDDEN,8,UNO PICCOLINO,CHRISTINA A HANDE,4.3,2.2,1,SEBASTIAN JOURNEY,SOFIA ADOLFSSON,-,1.5,3,GANDHI BOKO,JENNIFER PERSSON,-,3.9,"3,501",679,275,295,"2,174",3,-,-,01-Aug,20.5,08-Jan,27.2,08-01-2003,117,08-Jul,Carryover,,,,,
1,21:17,1640,FORDEL STON 3UP,7,HAGA MODDE,HAKAN PERSSON,3.6,1.9,6,TORPA PAL,RIKARD N SKOGLUND,-,1.3,12,GULI VINN,OVE A LINDQVIST,-,4.5,"4,323","1,451",667,435,"3,084",12,-,-,06-Jul,13,07-Jun,12.6,07-06-2012,160,08-Jul,Carryover,,,,,
2,21:42,2140,"DAMKLUBBENS UNGDOMSSERIE, AVD. 1 3UP",6,GIGARO AM,OSKAR FLORHED,8.1,2.6,1,CANKUS XPORT,MATS E DJUSE,-,1.7,3,NO BUSINESS,EMILIA LEO,-,2.3,"5,504","1,688",522,621,"3,950",28,113,-,01-Jun,12.2,06-Jan,32.1,06-01-2003,152.7,07-Jun,Carryover,,,,,
3,22:02,2140,"VINCENNES STOLOPP - STL DIAMANTSTOET, FORSOK 3 I MEETING 3 3UP SS",11,KARAMEL HILL,BJORN GOOP,2.2,1.8,9,GORGEOUS L.A.,HANNA OLOFSSON,-,5.9,8,CLEAR EYES,MAGNUS A DJUSE,-,12.4,"3,033",784,173,213,"2,013",29,-,-,09-Nov,36.9,11-Sep,65.5,11-09-2008,1186.9,"6-11
                                            Partial C/O","45.60
                                            (21.53)",,,,,
4,22:26,2140,BERTH JOHANSSONS MEMORIAL - FEMARINGSLOPP 5UP,1,ATTRAVERSIAMO,ERIK ADIELSSON,1.7,1,6,MAXUS,ORJAN KIHLSTROM,-,3.9,4,STOLETHESHOW,RIKARD N SKOGLUND,-,1.5,"4,664","3,038",405,466,"3,409",41,-,-,01-Jun,7.8,01-Jun,11,01-06-2004,50.3,11-Jan,Carryover,,,,,
5,22:47,2140,"EASY LED - STL BRONSDIVISIONEN, FORSOK 3 I MEETING 3 FINAL 3UP",9,BETTER BOSS,IIKKA NURMONEN,1.8,1.7,11,MR CLAYTON J.F.,ORJAN KIHLSTROM,-,1.5,4,FINDUS M.,JENNY A BJORK,-,2.1,"4,921","1,259",590,684,"3,825",-,-,-,09-Nov,7,09-Nov,6.3,09-11-2004,44.3,01-Sep,50.2,,,,,
0,19:55,2140,BREDDLOPP 3UP,12,DEFIKO,JORGEN MELCHIOR,3.7,1.3,8,BESIM ZERO K.V.,CECILIA AHLBORG,-,1.3,6,MUSIC'S CLASSIC,JORGEN OSCARSSON,-,5,"2,623",785,377,128,"1,296",146,18,-,08-Dec,4.7,12-Aug,9.2,12-08-2006,150.1,12-Jun,81.7,,,,,
1,20:11,2140,BREDDLOPP 3UP,6,PIM PIM JOLI,CLAES SVENSSON,24.8,2.8,2,RED POND PHOENIX,WILLIAM EKBERG,-,2.3,12,NICI,ROGER JONSSON,-,15.2,"1,175",240,147,22,384,0,-,-,02-Jun,64.1,"6-2
                                            Partial C/O","36.00
                                            (6.00)","6-2-12
                                            Partial C/O","615.80
                                            (297.93)",12-Jun,81.7,,,,,
2,20:27,2140,BREDDLOPP 3UP,5,D'AMORE,ANDERS KALLBERG,2.7,2,2,LILY DE LUNE,LINN STENSON,-,3.9,6,FUN KEE,KAJSA MAGNUSSON,-,3.1,"1,831",531,222,174,"2,405",0,-,-,02-May,19.4,05-Feb,46.5,05-02-2006,216.3,06-May,0,,,,,
3,20:46,2140,BREDDLOPP 3UP,9,QUANTUM CAPPUCCINO,ANN-SOFIE KRISTIANSSON,10.1,2.6,5,ELI MANNING,MIKAEL A LINDEROTH,-,1.5,7,MACGYVER,JAKOB SMITH,-,2.7,"1,463",393,250,96,"1,115",-,-,-,05-Sep,15.6,09-May,37.2,09-05-2007,282.5,05-Sep,0,,,,,
